order_id,customer_id,name,email,mobile,product_id,product name,product type,product price,order status,membership points
31,1011,Sam,samyousam@gmail.com,5109008876,113,lemonade,drink,2.45,complete,10
31,1011,Sam,samyousam@gmail.com,5109008876,116,Coffe,drink,1.35,complete,10
31,1011,Sam,samyousam@gmail.com,5109008876,112,Pink Lemonade,drink,2.25,complete,10
31,1011,Sam,samyousam@gmail.com,5109008876,109,Dr pepper,drink,2.25,complete,10
32,1012,Yoko,yokoyo123@gmail.com,4109002343,109,Dr pepper,drink,2.25,placed,10
33,1012,Yoko,yokoyo123@gmail.com,4109002343,103,Shakes,drink,2.8,placed,10
34,1013,Fanyi,fanfanfan@gmail.com,5120902351,103,Shakes,drink,2.8,in progress,10
34,1013,Fanyi,fanfanfan@gmail.com,5120902351,104,Cheeseburger,burger,3.5,in progress,30
35,1013,Fanyi,fanfanfan@gmail.com,5120902351,104,Cheeseburger,burger,3.5,in progress,30
36,1014,Mandy,manddyyy1990@gmail.com,5679132349,101,Double-double,burger,5,placed,30
37,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,102,Hamburger,burger,3.1,complete,30
37,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,103,Shakes,drink,2.8,complete,10
38,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,104,Cheeseburger,burger,3.5,complete,30
39,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,102,Hamburger,burger,3.1,placed,30
40,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,102,Hamburger,burger,3.1,complete,30
40,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,101,Double-double,burger,5,complete,30
41,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,113,lemonade,drink,2.45,in progress,10
42,1015,Soyi,sooooooyyyyyyyi@gmail.com,3452090545,116,Coffe,drink,1.35,in progress,10
43,1016,Sandy,sansan123312@gmail.com,3413233834,112,Pink Lemonade,drink,2.25,placed,10
43,1016,Sandy,sansan123312@gmail.com,3413233834,109,Dr pepper,drink,2.25,placed,10
44,1016,Sandy,sansan123312@gmail.com,3413233834,109,Dr pepper,drink,2.25,complete,10
44,1016,Sandy,sansan123312@gmail.com,3413233834,103,Shakes,drink,2.8,complete,10
44,1016,Sandy,sansan123312@gmail.com,3413233834,103,Shakes,drink,2.8,complete,10
45,1017,Wendy,wendesday123@gmail.com,3413233845,104,Cheeseburger,burger,3.5,in progress,30
46,1018,Falsk,youkidding123@gmail.com,3452478444,104,Cheeseburger,burger,3.5,in progress,30
47,1018,Falsk,youkidding123@gmail.com,3452478444,101,Double-double,burger,5,complete,30
48,1018,Falsk,youkidding123@gmail.com,3452478444,102,Hamburger,burger,3.1,complete,30
48,1018,Falsk,youkidding123@gmail.com,3452478444,104,Cheeseburger,burger,3.5,complete,30
49,1018,Falsk,youkidding123@gmail.com,3452478444,105,French Fries,side,2.1,placed,20
49,1018,Falsk,youkidding123@gmail.com,3452478444,101,Double-double,burger,5,placed,30
50,1019,Been,yolo8884444111@gmail.com,3455293549,102,Hamburger,burger,3.1,in progress,30
50,1019,Been,yolo8884444111@gmail.com,3455293549,105,French Fries,side,2.1,in progress,20
50,1019,Been,yolo8884444111@gmail.com,3455293549,112,Pink Lemonade,drink,2.25,in progress,10
51,1019,Been,yolo8884444111@gmail.com,3455293549,103,Shakes,drink,2.8,in progress,10
52,1019,Been,yolo8884444111@gmail.com,3455293549,102,Hamburger,burger,3.1,placed,30
53,1019,Been,yolo8884444111@gmail.com,3455293549,101,Double-double,burger,5,complete,30
54,1020,Xiaoyi,s2k2xiaoyi@gmail.com,3452435666,104,Cheeseburger,burger,3.5,in progress,30
54,1020,Xiaoyi,s2k2xiaoyi@gmail.com,3452435666,113,lemonade,drink,2.45,in progress,10
55,1020,Xiaoyi,s2k2xiaoyi@gmail.com,3452435666,101,Double-double,burger,5,placed,30
55,1020,Xiaoyi,s2k2xiaoyi@gmail.com,3452435666,105,French Fries,side,2.1,placed,20
56,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,104,Cheeseburger,burger,3.5,in progress,30
56,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,105,French Fries,side,2.1,in progress,20
57,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,102,Hamburger,burger,3.1,in progress,30
57,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,110,Root Beer,drink,2.25,in progress,10
58,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,101,Double-double,burger,5,complete,30
58,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,114,Milk,drink,0.99,complete,10
59,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,103,Shakes,drink,2.8,in progress,10
59,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,116,Coffe,drink,1.35,in progress,10
60,1021,Yoyo,yesyoyo1999@gmail.com,4087161254,101,Double-double,burger,5,placed,30
61,1022,ABC,andybryantcell@yahoo.com,14087199763,101,Double-double,burger,5,placed,30
61,1022,ABC,andybryantcell@yahoo.com,14087199763,105,French Fries,side,2.1,placed,20
61,1022,ABC,andybryantcell@yahoo.com,14087199763,109,Dr pepper,drink,2.25,placed,10
62,1022,ABC,andybryantcell@yahoo.com,4087199763,101,Double-double,burger,5,placed,30
63,1023,Simy,simysimy1991@hotmail.com,4086632548,103,Shakes,drink,2.8,in progress,10
64,1023,Simy,simysimy1991@hotmail.com,4086632548,103,Shakes,drink,2.8,complete,10
65,1023,Simy,simysimy1991@hotmail.com,4086632548,104,Cheeseburger,burger,3.5,complete,30
66,1023,Simy,simysimy1991@hotmail.com,4086632548,105,French Fries,side,2.1,complete,20
66,1023,Simy,simysimy1991@hotmail.com,4086632548,111,Iced tea,drink,2.05,complete,10
67,1024,XXYY,xyang2000@gmail.com,14086165873,102,Hamburger,burger,3.1,placed,30
68,1024,XXYY,xyang2000@gmail.com,14086165873,101,Double-double,burger,5,complete,30
68,1024,XXYY,xyang2000@gmail.com,14086165873,105,French Fries,side,2.1,complete,20
69,1025,Fu,fuyiming2012@gmail.com,4089834176,108,Seven uo,drink,2.05,in progress,10
70,1025,Fu,fuyiming2012@gmail.com,4089834176,101,Double-double,burger,5,placed,30
70,1025,Fu,fuyiming2012@gmail.com,4089834176,107,Diet coke,drink,2.25,placed,10
